2013,9,4,18,10,3,0
2013,9,4,18,20,4,0
2013,9,4,18,30,3,0
2013,9,4,18,40,4,0
2013,9,4,18,50,4,0
2013,9,4,19,0,4,0
2013,9,4,19,10,3,0
2013,9,4,19,20,3,0
2013,9,4,19,30,3,0
2013,9,4,19,40,4,0
2013,9,4,19,50,3,0
2013,9,4,20,0,3,0
2013,9,4,20,10,3,0
2013,9,4,20,20,4,0
2013,9,4,20,30,4,0
2013,9,4,20,40,4,0
2013,9,4,20,50,4,0
2013,9,4,21,0,4,0
2013,9,4,21,10,3,0
2013,9,4,21,20,4,0
2013,9,4,21,30,4,0
2013,9,4,21,40,4,0
2013,9,4,21,50,4,0
2013,9,4,22,0,3,0
2013,9,4,22,10,4,0
2013,9,4,22,20,4,0
2013,9,4,22,30,3,0
2013,9,4,22,40,4,0
2013,9,4,22,50,4,0
2013,9,4,23,0,3,0
2013,9,4,23,10,3,0
2013,9,4,23,20,4,0
2013,9,4,23,30,4,0
2013,9,4,23,40,3,0
2013,9,4,23,50,4,0
2013,9,5,0,0,3,0
2013,9,5,0,10,4,0
2013,9,5,0,20,4,0
2013,9,5,0,30,3,0
2013,9,5,0,40,3,0
2013,9,5,0,50,3,0
2013,9,5,1,0,3,0
2013,9,5,1,10,4,0
2013,9,5,1,20,3,0
2013,9,5,1,30,4,0
2013,9,5,1,40,3,0
2013,9,5,1,50,4,0
2013,9,5,2,0,4,0
2013,9,5,2,10,3,0
2013,9,5,2,20,4,0
2013,9,5,2,30,4,0
2013,9,5,2,40,3,0
2013,9,5,2,50,3,0
2013,9,5,3,0,3,0
2013,9,5,3,10,3,0
2013,9,5,3,20,3,0
2013,9,5,3,30,4,0
2013,9,5,3,40,3,0
2013,9,5,3,50,3,0
2013,9,5,4,0,3,0
2013,9,5,4,10,4,0
2013,9,5,4,20,3,0
2013,9,5,4,30,4,0
2013,9,5,4,40,3,0
2013,9,5,4,50,4,0
2013,9,5,5,0,3,0
2013,9,5,5,10,3,0
2013,9,5,5,20,4,0
2013,9,5,5,30,3,0
2013,9,5,5,40,3,0
2013,9,5,5,50,3,0
2013,9,5,6,0,3,0
2013,9,5,6,10,3,0
2013,9,5,6,20,3,0
2013,9,5,6,30,3,0
2013,9,5,6,40,3,0
2013,9,5,6,50,4,0
2013,9,5,7,0,4,0
2013,9,5,7,10,3,0
2013,9,5,7,20,4,0
2013,9,5,7,30,4,0
2013,9,5,7,40,3,0
2013,9,5,7,50,3,0
2013,9,5,8,0,4,0
2013,9,5,8,10,4,0
2013,9,5,8,20,4,0
2013,9,5,8,30,4,0
2013,9,5,8,40,4,0
2013,9,5,8,50,4,0
2013,9,5,9,0,3,0
2013,9,5,9,10,4,0
2013,9,5,9,20,3,0
2013,9,5,9,30,3,0
2013,9,5,9,40,3,0
2013,9,5,9,50,3,0
2013,9,5,10,0,3,0
2013,9,5,10,10,3,0
2013,9,5,10,20,3,0
2013,9,5,10,30,3,0
2013,9,5,10,40,3,0
2013,9,5,10,50,4,0
2013,9,5,11,0,3,0
2013,9,5,11,10,3,0
2013,9,5,11,20,4,0
2013,9,5,11,30,3,0
2013,9,5,11,40,4,0
2013,9,5,11,50,3,0
2013,9,5,12,0,3,0
